case_type,filing_year,state,court_level,number_of_hearings,judge_workload,historical_disposal_rate,delay_months
Property,2017,Maharashtra,Supreme,38,788,0.85,46.88
Family,2014,Tamil Nadu,High,34,462,0.55,33.39
Property,2013,Uttar Pradesh,District,20,782,0.8,19.09
Civil,2017,Uttar Pradesh,Supreme,24,221,0.48,51.36
Criminal,2012,Uttar Pradesh,District,17,365,0.6,22.59
Property,2019,Karnataka,District,38,739,0.56,33.97
Civil,2014,Maharashtra,Supreme,25,629,0.51,54.16
Commercial,2013,Delhi,Supreme,3,481,0.56,35.66
Family,2015,Uttar Pradesh,Supreme,17,390,0.77,29.72
Civil,2013,Maharashtra,High,3,364,0.63,25.11
Property,2010,Uttar Pradesh,District,29,257,0.79,21.79
Commercial,2011,Uttar Pradesh,District,25,418,0.75,26.17
Criminal,2010,Delhi,Supreme,15,424,0.6,45.99
Criminal,2016,Maharashtra,High,39,702,0.85,45.03
Commercial,2011,Maharashtra,District,18,727,0.73,28.07
Family,2015,Delhi,High,8,729,0.81,18.93
Civil,2011,Delhi,District,4,437,0.37,25.1
Property,2011,Maharashtra,District,38,491,0.69,29.05
Property,2021,Delhi,High,25,777,0.88,26.19
Commercial,2015,Tamil Nadu,Supreme,22,598,0.61,48.48
Commercial,2015,Maharashtra,Supreme,28,761,0.83,51.06
Civil,2015,Delhi,Supreme,23,303,0.49,46.42
Commercial,2015,Karnataka,Supreme,17,662,0.54,44.17
Commercial,2018,Tamil Nadu,District,25,546,0.46,30.7
Property,2020,Delhi,District,34,454,0.45,29.04
Commercial,2014,Uttar Pradesh,District,20,611,0.61,29.58
Family,2023,Maharashtra,Supreme,4,620,0.7,33.94
Criminal,2019,Tamil Nadu,District,36,798,0.56,43.54
Property,2020,Karnataka,High,34,222,0.53,35.48
Commercial,2016,Delhi,High,25,493,0.44,36.31
Family,2014,Uttar Pradesh,Supreme,7,495,0.78,26.86
Criminal,2021,Maharashtra,District,37,760,0.82,38.44
Civil,2017,Uttar Pradesh,High,30,615,0.49,40.64
Civil,2021,Uttar Pradesh,District,29,236,0.4,32.21
Civil,2013,Delhi,District,19,734,0.47,30.76
Criminal,2011,Maharashtra,District,20,316,0.85,33.92
Criminal,2021,Maharashtra,Supreme,16,435,0.42,57.88
Civil,2022,Tamil Nadu,District,27,769,0.87,37.47
Criminal,2023,Uttar Pradesh,Supreme,18,427,0.5,45.39
Criminal,2013,Maharashtra,District,6,364,0.64,17.25
Property,2013,Karnataka,Supreme,35,241,0.76,43.39
Family,2017,Tamil Nadu,Supreme,14,533,0.87,37.01
Commercial,2022,Karnataka,District,32,734,0.74,35.74
Commercial,2018,Uttar Pradesh,High,3,238,0.74,16.36
Civil,2016,Uttar Pradesh,District,5,610,0.34,26.0
Criminal,2018,Uttar Pradesh,High,10,781,0.88,29.93
Family,2016,Delhi,Supreme,32,489,0.46,42.63
Commercial,2022,Maharashtra,Supreme,18,265,0.71,43.81
Civil,2019,Tamil Nadu,High,29,258,0.69,40.94
Commercial,2018,Uttar Pradesh,District,28,661,0.8,29.72
Family,2016,Uttar Pradesh,High,28,772,0.68,34.91
Commercial,2023,Delhi,District,15,562,0.78,24.64
Criminal,2018,Tamil Nadu,Supreme,27,433,0.48,50.04
Criminal,2014,Tamil Nadu,District,10,499,0.87,20.02
Family,2010,Delhi,Supreme,18,275,0.85,34.23
Commercial,2016,Uttar Pradesh,Supreme,13,565,0.51,38.64
Civil,2020,Karnataka,Supreme,14,430,0.67,35.35
Commercial,2022,Uttar Pradesh,Supreme,29,314,0.63,46.38
Family,2018,Tamil Nadu,High,20,289,0.47,26.88
Civil,2021,Delhi,District,24,327,0.32,28.19
Family,2015,Uttar Pradesh,Supreme,31,408,0.8,43.22
Commercial,2014,Delhi,High,6,666,0.44,29.17
Criminal,2018,Delhi,High,10,684,0.86,39.41
Family,2018,Karnataka,High,39,567,0.46,44.65
Commercial,2014,Tamil Nadu,High,19,258,0.71,24.86
Property,2010,Uttar Pradesh,High,35,315,0.47,34.44
Civil,2013,Maharashtra,Supreme,17,636,0.61,44.97
Commercial,2015,Delhi,Supreme,25,626,0.8,46.75
Property,2020,Tamil Nadu,District,17,402,0.36,19.38
Commercial,2017,Maharashtra,Supreme,13,536,0.43,43.19
Family,2014,Karnataka,Supreme,13,430,0.38,39.13
Criminal,2019,Delhi,Supreme,26,504,0.78,48.57
Criminal,2018,Uttar Pradesh,District,38,465,0.72,41.11
Property,2021,Tamil Nadu,High,29,375,0.58,27.67
Civil,2010,Karnataka,High,38,771,0.57,45.76
Family,2017,Karnataka,District,19,541,0.54,15.37
Property,2020,Uttar Pradesh,High,22,316,0.75,23.17
Property,2019,Uttar Pradesh,District,21,725,0.62,29.2
Family,2022,Tamil Nadu,Supreme,15,605,0.64,34.23
Commercial,2021,Delhi,Supreme,15,677,0.58,42.45
Property,2023,Maharashtra,High,37,310,0.75,33.98
Commercial,2018,Karnataka,Supreme,29,780,0.62,53.13
Commercial,2011,Maharashtra,Supreme,37,243,0.87,43.36
Family,2012,Uttar Pradesh,District,29,426,0.38,29.16
Family,2011,Delhi,High,18,304,0.4,23.52
Civil,2014,Karnataka,District,21,331,0.87,23.58
Civil,2021,Tamil Nadu,District,14,535,0.52,25.5
Commercial,2017,Uttar Pradesh,High,8,324,0.74,19.76
Civil,2019,Karnataka,Supreme,39,279,0.86,58.3
Commercial,2018,Uttar Pradesh,Supreme,16,435,0.61,43.15
Criminal,2018,Maharashtra,High,31,734,0.68,41.89
Family,2023,Karnataka,High,12,452,0.39,25.94
Commercial,2012,Maharashtra,High,17,720,0.49,34.16
Property,2011,Karnataka,Supreme,11,571,0.63,33.8
Commercial,2019,Karnataka,District,26,679,0.72,29.21
Commercial,2014,Karnataka,Supreme,38,545,0.36,54.54
Commercial,2018,Maharashtra,Supreme,39,567,0.41,57.89
Criminal,2022,Tamil Nadu,High,18,639,0.55,36.43
Family,2021,Uttar Pradesh,High,33,764,0.55,33.04
Property,2014,Tamil Nadu,District,38,717,0.4,31.25
Civil,2017,Delhi,Supreme,34,259,0.51,56.42
Criminal,2016,Delhi,District,29,677,0.74,34.86
Property,2023,Delhi,Supreme,31,688,0.9,44.86
Criminal,2022,Uttar Pradesh,District,9,226,0.39,26.22
Criminal,2015,Tamil Nadu,High,19,786,0.81,39.9
Property,2021,Delhi,Supreme,10,617,0.46,33.31
Civil,2010,Maharashtra,District,38,283,0.4,38.47
Criminal,2016,Maharashtra,High,16,768,0.5,41.32
Commercial,2015,Uttar Pradesh,Supreme,28,546,0.88,47.29
Civil,2020,Karnataka,Supreme,5,489,0.68,38.51
Commercial,2023,Maharashtra,Supreme,15,513,0.82,39.18
Civil,2012,Delhi,District,19,399,0.47,22.07
Family,2022,Karnataka,District,32,782,0.6,28.5
Family,2019,Maharashtra,Supreme,3,664,0.66,35.03
Family,2023,Karnataka,District,37,564,0.51,32.62
Civil,2020,Delhi,Supreme,23,726,0.4,53.14
Property,2020,Delhi,District,29,201,0.43,26.56
Civil,2018,Uttar Pradesh,High,15,536,0.54,33.97
Commercial,2012,Karnataka,High,35,662,0.74,38.8
Family,2019,Karnataka,Supreme,25,361,0.33,44.86
Property,2010,Tamil Nadu,District,9,464,0.72,10.5
Property,2014,Delhi,District,35,704,0.77,24.25
Family,2023,Tamil Nadu,Supreme,39,778,0.75,53.42
Property,2019,Uttar Pradesh,District,10,377,0.77,10.3
Civil,2011,Delhi,District,39,312,0.39,39.57
Property,2014,Delhi,Supreme,17,395,0.75,39.08
Family,2018,Tamil Nadu,District,14,624,0.72,14.55
Commercial,2023,Delhi,District,38,503,0.84,29.15
Criminal,2016,Karnataka,District,10,352,0.79,23.49
Criminal,2021,Tamil Nadu,District,33,723,0.76,41.94
Property,2022,Tamil Nadu,Supreme,4,226,0.64,29.89
Criminal,2017,Delhi,Supreme,38,248,0.59,51.92
Criminal,2021,Delhi,Supreme,33,783,0.48,53.1
Criminal,2020,Tamil Nadu,Supreme,34,580,0.33,59.81
Criminal,2019,Tamil Nadu,Supreme,13,788,0.39,50.45
Civil,2019,Delhi,Supreme,30,793,0.38,58.86
Civil,2010,Tamil Nadu,High,16,253,0.47,24.92
Family,2017,Uttar Pradesh,High,15,360,0.5,18.35
Family,2013,Tamil Nadu,Supreme,17,486,0.57,36.74
Family,2017,Tamil Nadu,District,9,588,0.73,19.55
Criminal,2012,Karnataka,District,18,323,0.65,26.33
Commercial,2018,Maharashtra,District,38,374,0.86,29.46
Family,2014,Karnataka,District,30,777,0.53,26.48
Civil,2020,Karnataka,Supreme,12,620,0.71,49.24
Criminal,2010,Maharashtra,High,25,488,0.89,33.79
Property,2017,Uttar Pradesh,High,28,378,0.67,32.79
Family,2013,Karnataka,Supreme,34,363,0.81,44.39
Property,2019,Karnataka,Supreme,28,236,0.36,43.76
Civil,2011,Delhi,High,4,518,0.38,25.53
Property,2020,Maharashtra,Supreme,39,463,0.74,43.34
Property,2010,Maharashtra,High,34,641,0.82,30.74
Criminal,2011,Tamil Nadu,Supreme,34,551,0.47,56.76
Commercial,2018,Uttar Pradesh,High,7,308,0.38,29.08
Family,2017,Tamil Nadu,High,20,736,0.64,30.65
Criminal,2018,Tamil Nadu,District,3,207,0.64,17.34
Criminal,2023,Delhi,Supreme,16,613,0.69,43.84
Family,2013,Maharashtra,District,38,210,0.56,23.45
Commercial,2021,Delhi,District,26,264,0.58,31.48
Civil,2022,Tamil Nadu,High,9,649,0.63,35.81
Property,2016,Delhi,District,18,605,0.81,21.48
Civil,2016,Maharashtra,District,29,216,0.43,34.54
Commercial,2012,Uttar Pradesh,High,24,438,0.55,34.79
Family,2016,Maharashtra,District,17,516,0.33,23.47
Property,2016,Maharashtra,High,13,760,0.76,31.6
Family,2021,Delhi,District,29,486,0.33,32.09
Criminal,2010,Maharashtra,Supreme,11,494,0.47,48.45
Property,2022,Karnataka,Supreme,12,595,0.64,31.54
Family,2012,Karnataka,District,14,722,0.66,25.16
Criminal,2016,Delhi,Supreme,9,772,0.81,42.99
Commercial,2015,Maharashtra,Supreme,14,746,0.7,42.83
Civil,2014,Delhi,District,38,310,0.54,39.3
Family,2022,Maharashtra,District,7,672,0.46,18.39
Property,2020,Karnataka,Supreme,6,297,0.73,29.18
Criminal,2013,Tamil Nadu,District,7,459,0.81,19.66
Civil,2010,Karnataka,District,22,603,0.7,27.31
Family,2014,Karnataka,District,20,455,0.33,20.92
Property,2018,Delhi,Supreme,12,543,0.33,37.61
Family,2023,Uttar Pradesh,Supreme,10,254,0.5,31.72
Property,2013,Tamil Nadu,High,33,471,0.84,35.43
Property,2017,Tamil Nadu,District,14,617,0.39,22.58
Criminal,2012,Maharashtra,High,7,575,0.62,33.25
Family,2018,Maharashtra,High,39,393,0.42,35.69
Family,2012,Delhi,Supreme,13,658,0.77,35.91
Commercial,2018,Tamil Nadu,High,34,695,0.45,43.88
Criminal,2016,Uttar Pradesh,Supreme,3,660,0.89,35.46
Criminal,2019,Tamil Nadu,High,5,383,0.46,29.47
Commercial,2018,Maharashtra,District,23,461,0.52,25.76
Family,2023,Delhi,District,4,723,0.55,17.34
Commercial,2011,Delhi,District,22,399,0.57,24.38
Property,2021,Maharashtra,High,5,550,0.66,22.15
Commercial,2021,Uttar Pradesh,District,7,579,0.85,22.76
Property,2020,Karnataka,High,11,426,0.57,23.48
Civil,2021,Tamil Nadu,Supreme,14,316,0.52,38.87
Criminal,2022,Delhi,Supreme,36,232,0.82,49.6
Criminal,2021,Uttar Pradesh,Supreme,4,597,0.84,34.94
Family,2013,Maharashtra,High,21,229,0.87,30.71
Family,2010,Uttar Pradesh,High,18,379,0.8,19.5
Civil,2020,Delhi,District,16,695,0.59,29.83
Family,2021,Delhi,District,37,782,0.67,27.56
Property,2015,Uttar Pradesh,Supreme,37,442,0.72,43.5
Property,2015,Delhi,Supreme,10,247,0.79,25.51
Family,2010,Uttar Pradesh,District,28,620,0.59,21.93
Commercial,2021,Uttar Pradesh,High,8,463,0.44,24.18
Family,2015,Maharashtra,District,38,317,0.38,28.41
Family,2021,Tamil Nadu,High,17,397,0.62,22.84
Criminal,2011,Delhi,District,18,311,0.36,32.57
Family,2010,Maharashtra,District,20,605,0.57,25.85
Commercial,2017,Uttar Pradesh,Supreme,29,747,0.34,52.63
Civil,2014,Tamil Nadu,District,6,696,0.33,31.45
Criminal,2022,Uttar Pradesh,Supreme,14,482,0.71,42.73
Civil,2014,Uttar Pradesh,High,32,793,0.71,36.67
Family,2023,Tamil Nadu,District,30,491,0.56,25.05
Property,2013,Tamil Nadu,Supreme,16,311,0.58,35.61
Commercial,2020,Maharashtra,District,24,739,0.37,30.33
Family,2016,Uttar Pradesh,District,20,299,0.3,19.34
Family,2016,Delhi,High,9,222,0.7,17.06
Property,2015,Tamil Nadu,District,34,220,0.5,29.33
Commercial,2018,Tamil Nadu,Supreme,22,752,0.4,48.75
Family,2019,Uttar Pradesh,High,16,306,0.74,20.07
Civil,2017,Delhi,High,37,510,0.59,41.73
Family,2022,Karnataka,High,3,252,0.45,16.49
Property,2012,Delhi,District,34,483,0.57,24.72
Property,2015,Tamil Nadu,District,10,271,0.72,13.41
Criminal,2016,Delhi,Supreme,27,488,0.89,51.2
Criminal,2012,Maharashtra,Supreme,9,649,0.33,48.53
Property,2010,Maharashtra,Supreme,19,531,0.49,40.05
Commercial,2017,Tamil Nadu,Supreme,37,476,0.56,56.52
Property,2014,Maharashtra,District,17,401,0.5,16.03
Property,2017,Uttar Pradesh,Supreme,33,509,0.6,44.8
Family,2022,Uttar Pradesh,District,28,542,0.8,25.25
Civil,2012,Uttar Pradesh,District,27,383,0.81,30.75
Civil,2023,Uttar Pradesh,District,13,682,0.36,25.31
Commercial,2018,Delhi,Supreme,34,214,0.42,47.07
Commercial,2014,Delhi,District,32,280,0.69,30.63
Civil,2017,Tamil Nadu,High,10,486,0.37,29.31
Civil,2019,Uttar Pradesh,Supreme,20,282,0.68,55.35
Criminal,2020,Maharashtra,District,37,524,0.42,40.38
Criminal,2010,Maharashtra,Supreme,18,744,0.59,53.21
Family,2015,Tamil Nadu,District,32,316,0.76,23.22
Commercial,2023,Uttar Pradesh,Supreme,27,428,0.59,46.97
Criminal,2023,Uttar Pradesh,Supreme,7,420,0.84,40.38
Criminal,2020,Tamil Nadu,High,21,774,0.86,32.18
Civil,2022,Karnataka,Supreme,8,717,0.78,33.84
Family,2014,Tamil Nadu,High,30,616,0.71,31.94
Civil,2010,Tamil Nadu,Supreme,16,252,0.41,39.7
Civil,2017,Tamil Nadu,Supreme,5,336,0.73,37.13
Civil,2016,Delhi,District,13,236,0.44,24.28
Family,2012,Uttar Pradesh,High,9,638,0.89,19.58
Commercial,2013,Karnataka,High,20,500,0.76,31.69
Commercial,2015,Maharashtra,Supreme,31,514,0.39,54.05
Criminal,2012,Tamil Nadu,High,21,308,0.54,30.92
Property,2020,Maharashtra,Supreme,19,368,0.3,40.87
Property,2023,Delhi,High,4,383,0.65,18.07
Property,2017,Maharashtra,High,30,718,0.84,28.97
Civil,2011,Delhi,Supreme,7,516,0.76,37.08
Criminal,2016,Maharashtra,District,13,306,0.67,25.9
Civil,2013,Delhi,Supreme,17,246,0.81,37.41
Civil,2022,Uttar Pradesh,High,17,471,0.3,37.52
Property,2011,Tamil Nadu,Supreme,38,538,0.59,48.63
Family,2017,Maharashtra,High,5,729,0.6,22.11
Property,2021,Maharashtra,District,17,549,0.89,18.51
Commercial,2017,Delhi,High,37,724,0.7,46.39
Civil,2010,Tamil Nadu,District,38,332,0.8,34.35
Commercial,2022,Tamil Nadu,District,30,520,0.36,30.39
Criminal,2016,Uttar Pradesh,High,9,235,0.35,25.86
Family,2014,Maharashtra,District,14,282,0.41,15.63
Family,2013,Karnataka,District,24,610,0.36,25.42
Family,2016,Delhi,District,15,651,0.5,20.38
Civil,2019,Tamil Nadu,District,3,481,0.33,22.5
Property,2019,Maharashtra,District,6,704,0.54,18.9
Family,2018,Uttar Pradesh,High,39,418,0.4,40.2
Commercial,2013,Maharashtra,High,19,709,0.52,32.55
Commercial,2012,Maharashtra,High,29,631,0.56,32.9
Family,2017,Tamil Nadu,High,6,604,0.58,22.12
Criminal,2011,Uttar Pradesh,High,18,590,0.87,38.92
Family,2015,Tamil Nadu,District,19,424,0.66,23.78
Civil,2018,Delhi,High,13,404,0.71,24.39
Property,2012,Maharashtra,High,10,332,0.85,18.96
Family,2010,Maharashtra,District,30,441,0.81,19.86
Property,2010,Tamil Nadu,District,38,500,0.34,33.69
Commercial,2013,Maharashtra,Supreme,6,787,0.39,46.89
Family,2014,Karnataka,Supreme,17,327,0.7,35.44
Commercial,2010,Uttar Pradesh,District,16,747,0.87,18.22
Commercial,2011,Karnataka,Supreme,26,340,0.76,41.14
Family,2020,Maharashtra,High,29,766,0.33,36.92
Property,2023,Karnataka,Supreme,17,457,0.41,40.2
Family,2012,Karnataka,Supreme,15,510,0.7,40.74
Commercial,2018,Maharashtra,District,19,434,0.68,23.65
Commercial,2013,Uttar Pradesh,Supreme,10,644,0.44,38.8
Property,2018,Karnataka,District,5,382,0.42,18.97
Civil,2015,Uttar Pradesh,District,25,233,0.32,32.04
Family,2014,Maharashtra,District,20,661,0.82,21.41
Commercial,2017,Karnataka,District,33,389,0.6,33.55
Property,2019,Uttar Pradesh,High,24,749,0.73,26.71
Family,2012,Tamil Nadu,District,21,261,0.44,22.64
Commercial,2019,Karnataka,Supreme,4,629,0.6,35.01
Family,2013,Tamil Nadu,District,17,505,0.48,22.26
Family,2019,Uttar Pradesh,District,13,779,0.69,18.46
Commercial,2015,Maharashtra,High,9,331,0.77,25.35
Civil,2012,Maharashtra,District,37,763,0.77,39.32
Family,2021,Delhi,District,23,727,0.64,26.85
Family,2011,Uttar Pradesh,Supreme,20,277,0.56,39.4
Commercial,2013,Maharashtra,High,39,431,0.68,45.26
Criminal,2011,Tamil Nadu,High,13,581,0.58,29.83
Criminal,2010,Uttar Pradesh,Supreme,21,460,0.72,49.91
Family,2020,Karnataka,Supreme,27,693,0.6,41.1
Criminal,2016,Tamil Nadu,Supreme,9,478,0.5,40.02
Commercial,2021,Delhi,High,31,676,0.6,38.87
Civil,2013,Karnataka,Supreme,6,723,0.75,38.86
Civil,2017,Maharashtra,Supreme,8,234,0.55,43.55
Commercial,2013,Tamil Nadu,District,3,346,0.87,12.86
Civil,2015,Maharashtra,Supreme,28,432,0.68,48.59
Family,2017,Uttar Pradesh,High,4,737,0.83,20.5
Family,2023,Maharashtra,District,20,482,0.48,25.11
Criminal,2013,Tamil Nadu,Supreme,10,722,0.74,42.76
Criminal,2020,Tamil Nadu,High,26,242,0.6,37.1
Commercial,2018,Maharashtra,Supreme,28,671,0.63,45.77
Property,2017,Karnataka,Supreme,31,674,0.67,46.77
Commercial,2019,Karnataka,Supreme,10,259,0.87,32.6
Civil,2016,Delhi,High,39,593,0.59,46.92
Criminal,2013,Delhi,Supreme,27,512,0.61,55.41
Family,2022,Tamil Nadu,High,10,584,0.6,23.6
Family,2019,Karnataka,High,14,661,0.66,28.09
Family,2019,Uttar Pradesh,District,27,471,0.33,26.86
Family,2017,Delhi,District,23,629,0.82,25.91
Criminal,2021,Tamil Nadu,Supreme,32,774,0.7,53.83
Property,2011,Maharashtra,District,35,412,0.46,33.12
Family,2014,Tamil Nadu,High,33,478,0.76,31.07
Commercial,2023,Karnataka,District,31,742,0.39,33.12
Family,2012,Uttar Pradesh,District,5,637,0.43,15.66
Civil,2020,Uttar Pradesh,Supreme,10,626,0.63,36.99
Civil,2014,Uttar Pradesh,District,22,419,0.52,25.49
Civil,2012,Tamil Nadu,Supreme,34,624,0.62,55.81
Criminal,2022,Uttar Pradesh,Supreme,39,654,0.66,58.6
Property,2010,Uttar Pradesh,Supreme,32,654,0.78,41.85
Criminal,2015,Delhi,High,35,322,0.87,40.27
Criminal,2012,Uttar Pradesh,District,21,695,0.62,34.03
Criminal,2022,Maharashtra,Supreme,37,282,0.42,59.43
Criminal,2010,Uttar Pradesh,District,23,302,0.56,35.13
Family,2014,Karnataka,District,29,391,0.41,25.01
Property,2013,Uttar Pradesh,High,22,572,0.44,31.31
Civil,2013,Karnataka,Supreme,8,559,0.54,45.14
Criminal,2017,Delhi,Supreme,26,664,0.34,57.02
Family,2021,Uttar Pradesh,Supreme,34,700,0.5,49.06
Civil,2021,Delhi,Supreme,25,529,0.76,46.67
Property,2020,Uttar Pradesh,Supreme,27,465,0.86,42.05
Commercial,2022,Delhi,Supreme,26,295,0.39,47.86
Civil,2023,Maharashtra,District,23,591,0.85,23.38
Criminal,2013,Uttar Pradesh,High,30,291,0.43,44.01
Commercial,2010,Maharashtra,District,39,236,0.53,34.91
Civil,2022,Karnataka,Supreme,20,289,0.66,44.92
Civil,2014,Tamil Nadu,High,4,322,0.66,26.68
Property,2014,Uttar Pradesh,High,7,606,0.54,23.21
Civil,2017,Tamil Nadu,District,12,683,0.46,31.86
Family,2010,Uttar Pradesh,District,21,668,0.81,21.85
Family,2019,Tamil Nadu,High,3,226,0.82,15.79
Criminal,2015,Tamil Nadu,Supreme,29,416,0.45,57.73
Criminal,2018,Karnataka,District,30,284,0.79,31.09
Commercial,2015,Karnataka,District,4,735,0.5,22.81
Criminal,2013,Delhi,Supreme,26,470,0.81,47.2
Property,2012,Delhi,District,33,647,0.61,29.62
Civil,2023,Delhi,Supreme,30,686,0.85,53.83
Criminal,2016,Uttar Pradesh,District,20,702,0.53,32.63
Criminal,2017,Maharashtra,Supreme,24,294,0.47,47.47
Property,2017,Maharashtra,Supreme,3,461,0.66,22.3
Criminal,2019,Karnataka,High,21,564,0.47,39.49
Criminal,2022,Uttar Pradesh,District,34,299,0.76,39.41
Property,2021,Uttar Pradesh,District,33,258,0.69,28.58
Property,2015,Maharashtra,District,4,500,0.58,11.91
Family,2022,Uttar Pradesh,Supreme,35,336,0.42,50.27
Property,2015,Karnataka,District,28,667,0.56,21.15
Commercial,2013,Tamil Nadu,High,3,309,0.87,22.42
Civil,2017,Tamil Nadu,High,8,728,0.66,34.53
Property,2016,Maharashtra,Supreme,8,336,0.89,27.99
Property,2010,Tamil Nadu,Supreme,16,609,0.61,37.38
Criminal,2020,Maharashtra,District,20,551,0.64,28.3
Criminal,2021,Uttar Pradesh,Supreme,38,525,0.49,60.13
Property,2011,Karnataka,High,29,555,0.36,38.26
Civil,2021,Delhi,High,27,785,0.41,46.16
Criminal,2023,Delhi,District,5,455,0.74,22.91
Property,2023,Delhi,High,6,411,0.44,20.46
Property,2010,Tamil Nadu,High,21,524,0.59,27.46
Commercial,2020,Tamil Nadu,High,7,216,0.87,18.07
Property,2013,Maharashtra,Supreme,22,727,0.52,44.84
Property,2012,Karnataka,Supreme,5,669,0.69,34.75
Property,2019,Uttar Pradesh,District,26,274,0.38,21.1
Property,2010,Tamil Nadu,District,20,597,0.79,23.43
Commercial,2018,Uttar Pradesh,Supreme,29,543,0.61,55.49
Commercial,2016,Karnataka,District,18,377,0.3,26.24
Criminal,2021,Karnataka,High,10,448,0.64,33.47
Criminal,2010,Tamil Nadu,Supreme,22,769,0.53,56.2
Criminal,2021,Tamil Nadu,High,25,495,0.42,36.69
Commercial,2020,Uttar Pradesh,High,20,747,0.43,33.56
Civil,2019,Delhi,District,38,345,0.85,31.57
Commercial,2011,Tamil Nadu,High,26,297,0.88,34.17
Property,2011,Karnataka,District,33,400,0.67,29.22
Property,2012,Karnataka,High,27,378,0.63,25.82
Property,2010,Tamil Nadu,High,4,537,0.52,13.91
Family,2021,Delhi,Supreme,22,647,0.37,45.25
Commercial,2017,Delhi,Supreme,39,349,0.37,53.38
Commercial,2017,Maharashtra,District,30,459,0.56,32.08
Commercial,2022,Maharashtra,District,37,622,0.42,41.4
Family,2016,Uttar Pradesh,High,12,524,0.77,18.52
Commercial,2018,Karnataka,High,18,567,0.37,33.58
Civil,2019,Tamil Nadu,High,16,787,0.83,35.49
Civil,2016,Tamil Nadu,Supreme,9,536,0.66,43.23
Civil,2014,Maharashtra,High,22,723,0.36,40.04
Criminal,2023,Karnataka,Supreme,25,225,0.83,44.29
Commercial,2018,Karnataka,High,39,464,0.69,35.87
Commercial,2012,Maharashtra,Supreme,4,515,0.72,40.13
Property,2018,Tamil Nadu,Supreme,21,323,0.4,39.76
Civil,2023,Karnataka,High,9,662,0.39,33.72
Family,2014,Karnataka,Supreme,33,254,0.89,40.12
Commercial,2021,Karnataka,District,31,455,0.55,33.76
Property,2018,Uttar Pradesh,Supreme,36,220,0.7,42.58
Civil,2010,Maharashtra,District,39,319,0.34,37.68
Civil,2022,Tamil Nadu,District,3,510,0.65,17.53
Property,2022,Maharashtra,High,9,211,0.64,23.23
Family,2012,Karnataka,High,31,206,0.41,28.86
Commercial,2022,Tamil Nadu,Supreme,12,432,0.73,41.99
Family,2016,Karnataka,District,33,255,0.78,27.12
Criminal,2015,Tamil Nadu,High,34,539,0.64,49.7
Criminal,2018,Maharashtra,District,3,522,0.66,22.56
Criminal,2015,Karnataka,District,38,713,0.7,42.9
Property,2018,Maharashtra,District,33,315,0.89,24.01
Commercial,2022,Maharashtra,District,11,674,0.51,21.75
Civil,2021,Tamil Nadu,High,35,210,0.61,42.89
Commercial,2011,Uttar Pradesh,Supreme,22,569,0.71,44.92
Commercial,2016,Karnataka,High,7,567,0.41,27.65
Criminal,2023,Karnataka,District,6,575,0.4,19.05
Family,2018,Uttar Pradesh,High,23,336,0.7,24.59
Commercial,2023,Delhi,High,16,492,0.51,29.71
Criminal,2013,Tamil Nadu,District,24,537,0.81,30.47
Criminal,2022,Tamil Nadu,Supreme,11,596,0.49,48.16
Civil,2020,Maharashtra,High,32,742,0.58,46.7
Civil,2018,Uttar Pradesh,High,27,323,0.72,35.52
Family,2021,Uttar Pradesh,District,28,436,0.32,28.86
Commercial,2011,Tamil Nadu,Supreme,13,656,0.66,44.36
Property,2023,Delhi,District,29,596,0.53,26.97
Property,2016,Karnataka,District,15,443,0.8,16.55
Family,2023,Uttar Pradesh,Supreme,28,287,0.42,45.44
Commercial,2019,Tamil Nadu,High,31,763,0.77,42.94
